asin,prop_topic_1,prop_topic_2,prop_topic_3,prop_topic_4,prop_topic_5,prop_topic_6,prop_topic_7,prop_topic_8,prop_topic_9,prop_topic_10,prop_topic_11,prop_topic_12,prop_topic_13,prop_topic_14,prop_topic_15
0001713353,0.019955654101995568,0.018600640551860063,0.010716925351071693,0.021433850702143386,0.03436807095343681,0.021557033752155702,0.014412416851441241,0.05580192165558018,0.009485094850948507,0.6529933481152993,0.019709288001970925,0.0687361419068736,0.017122443951712245,0.013919684651391966,0.02118748460211875
0001061240,0.02704031465093412,0.012487708947885937,0.08938053097345135,0.02999016715830875,0.009144542772861357,0.024877089478859398,0.008849557522123892,0.013176007866273352,0.01317600786627335,0.7120943952802359,0.013765978367748276,0.0176007866273353,0.0062930186823992144,0.011996066863323496,0.010127826941986232
0001711296,0.00941434044882321,0.011767925561029012,0.0157088122605364,0.04997263273125343,0.02993979200875752,0.02430213464696223,0.011494252873563222,0.018773946360153258,0.007717569786535304,0.6593322386425835,0.0277504105090312,0.020908593322386426,0.020032840722495896,0.06617405582922825,0.026710454296661197
0002007649,0.003491389478650625,0.0060391601792875674,0.009483368719037507,0.014767633875914132,0.4441141778721397,0.009672092474640246,0.006510969568294408,0.004293465439962255,0.009247464024534087,0.00457655107336636,0.02425100259495164,0.4326020287803728,0.01127624439726351,0.0063222458126916715,0.013352205708893608
0001716069,0.01501758387985933,0.02300161581598708,0.01311662389506701,0.04495770364033837,0.02784906377720749,0.011690903906472769,0.012071095903431231,0.03516775971865792,0.037258815701929474,0.6414789468681683,0.06197129550422964,0.020910559832715527,0.009980039920159679,0.029179735766562118,0.016348255869213953
0001841572,0.04909071796489014,0.05276989382949647,0.2277935456743403,0.014611584148007988,0.0137706296646694,0.06412277935456742,0.027015662777252186,0.08388520971302428,0.013455271733417429,0.035214968989803426,0.12551245663828445,0.01324503311258278,0.06874802901292967,0.09313570902974876,0.1176285083569852
0002117010,0.009444444444444441,0.010625,0.017361111111111115,0.033333333333333326,0.009305555555555556,0.11041666666666664,0.015347222222222226,0.014791666666666668,0.18722222222222215,0.10861111111111107,0.05819444444444445,0.032638888888888884,0.009236111111111108,0.07131944444444445,0.3121527777777778
0001840266,0.06154357950765136,0.03526280771789753,0.039254823685961414,0.01962741184298071,0.02129075182967399,0.022954091816367272,0.014637391882900868,0.0272787757817698,0.01663339986693281,0.6097804391217565,0.022621423819028614,0.04424484364604125,0.01563539587491684,0.01996007984031936,0.02927478376580173
0001983008,0.053388802218755416,0.032934650719362114,0.023574276304385508,0.033107990986306124,0.01629398509273704,0.028427803778817817,0.010573756283584678,0.020627491766337318,0.03258797018547408,0.6186514127231756,0.025134338706881608,0.044028427803778816,0.017507366961345115,0.031374588316866014,0.011787138152192756
0001712764,0.0077735530207013095,0.008787494719053653,0.008449514152936205,0.015378115758343898,0.014786649767638363,0.009632446134347276,0.005238698774820449,0.010815378115758344,0.013181242078580485,0.8017743979721167,0.01064638783269962,0.04799324038867765,0.01030840726658217,0.026024503591043517,0.009209970426700465
